Product Name,Price (₹),Rating (★),Number of Buyers,Total Sold,Available Stock,Main Category,Sub Category,Discount (%),Seller,Return Policy,Product URL
Garg Ltd Vitae Ultra Kitchenware 6,24294.19,4.2,4879,7313,737,Home,Kitchenware,49,MobileHub,TRUE,https://www.flipkart.com/Garg-Ltd-Vitae-Ultra-Kitchenware-6-4811
"Kota, Swamy and Samra Distinctio Ultra Smartwatches 15",19492.52,4.3,8933,7575,2179,Electronics,Smartwatches,28,MobileHub,TRUE,"https://www.flipkart.com/Kota,-Swamy-and-Samra-Distinctio-Ultra-Smartwatches-15-7382"
"Sabharwal, Thaker and Agarwal Nisi Plus Refrigerators 8",28610.77,4,2061,4452,1840,Appliances,Refrigerators,32,FashionPlus,TRUE,"https://www.flipkart.com/Sabharwal,-Thaker-and-Agarwal-Nisi-Plus-Refrigerators-8-2010"
Thakkar-Ahuja Unde Pro Laptops 8,239405.72,4.1,8668,7655,1489,Electronics,Laptops,12,Flipkart Assured,FALSE,https://www.flipkart.com/Thakkar-Ahuja-Unde-Pro-Laptops-8-5950
"Acharya, Basu and Deshpande Tenetur Lite T-Shirts 9",304.58,3.4,5620,9210,705,Fashion,T-Shirts,64,HomeCare Solutions,TRUE,"https://www.flipkart.com/Acharya,-Basu-and-Deshpande-Tenetur-Lite-T-Shirts-9-3167"
"Keer, Rao and Bir Voluptas Ultra Microwaves 7",41621.92,4.5,1768,8976,155,Appliances,Microwaves,47,SuperComNet,TRUE,"https://www.flipkart.com/Keer,-Rao-and-Bir-Voluptas-Ultra-Microwaves-7-9964"
Anand PLC Repellat Plus Kitchenware 6,259.76,5,4508,8901,424,Home,Kitchenware,5,MobileHub,TRUE,https://www.flipkart.com/Anand-PLC-Repellat-Plus-Kitchenware-6-7712
Patel-Panchal Voluptatibus Plus Lighting 11,2286.14,5,9436,4192,1401,Home,Lighting,28,ElectroWorld,TRUE,https://www.flipkart.com/Patel-Panchal-Voluptatibus-Plus-Lighting-11-2878
Char Inc Alias Pro Decor 2,16170.52,4.1,8306,2820,449,Home,Decor,0,RetailNet,FALSE,https://www.flipkart.com/Char-Inc-Alias-Pro-Decor-2-3348
"Sodhi, Karnik and Keer Dolore Ultra ACs 1",49874.4,3.8,3736,7077,2474,Appliances,ACs,58,SuperComNet,TRUE,"https://www.flipkart.com/Sodhi,-Karnik-and-Keer-Dolore-Ultra-ACs-1-5881"
Basak-Nair Dicta Lite ACs 3,20179.68,4.9,9024,4154,1877,Appliances,ACs,54,Cloudtail India,FALSE,https://www.flipkart.com/Basak-Nair-Dicta-Lite-ACs-3-8200
Deep-Lanka Asperiores Plus Dresses 3,30152.3,4.7,2429,4656,779,Fashion,Dresses,56,ElectroWorld,FALSE,https://www.flipkart.com/Deep-Lanka-Asperiores-Plus-Dresses-3-4052
Yadav-Setty Harum Pro Laptops 15,93404.59,3.5,6409,5955,2661,Electronics,Laptops,59,FashionPlus,FALSE,https://www.flipkart.com/Yadav-Setty-Harum-Pro-Laptops-15-4223
Sekhon-Sastry Consequuntur Ultra Laptops 4,100051.84,4.9,6734,8892,3356,Electronics,Laptops,0,Flipkart Assured,TRUE,https://www.flipkart.com/Sekhon-Sastry-Consequuntur-Ultra-Laptops-4-9833
"Mander, Lal and Bahl Provident Ultra Dresses 9",172.57,3.2,2077,566,162,Fashion,Dresses,13,Cloudtail India,TRUE,"https://www.flipkart.com/Mander,-Lal-and-Bahl-Provident-Ultra-Dresses-9-2876"
"Pandit, Kothari and Bali Temporibus Plus Decor 2",40515.38,3.1,7531,2465,108,Home,Decor,10,ElectroWorld,TRUE,"https://www.flipkart.com/Pandit,-Kothari-and-Bali-Temporibus-Plus-Decor-2-6757"
Bedi PLC Dolores Plus Headphones 12,1005.82,3.8,1011,9712,1599,Electronics,Headphones,12,HomeCare Solutions,TRUE,https://www.flipkart.com/Bedi-PLC-Dolores-Plus-Headphones-12-2385
"Raman, Sem and Krish Eligendi Ultra Laptops 12",75486.25,4,9606,3366,924,Electronics,Laptops,66,SuperComNet,FALSE,"https://www.flipkart.com/Raman,-Sem-and-Krish-Eligendi-Ultra-Laptops-12-7987"
"Bumb, Sengupta and Gulati Quidem Plus Dresses 12",14863.35,4,6561,3082,1216,Fashion,Dresses,44,Cloudtail India,FALSE,"https://www.flipkart.com/Bumb,-Sengupta-and-Gulati-Quidem-Plus-Dresses-12-2429"
Khanna PLC Dolores Ultra ACs 5,19881.29,3.7,1809,9093,2979,Appliances,ACs,0,HomeCare Solutions,FALSE,https://www.flipkart.com/Khanna-PLC-Dolores-Ultra-ACs-5-7140
Balakrishnan-Dhillon Dolore Ultra ACs 13,30372.76,3.1,2070,4963,70,Appliances,ACs,0,RetailNet,TRUE,https://www.flipkart.com/Balakrishnan-Dhillon-Dolore-Ultra-ACs-13-8439
Thaker Group Quod Pro Shoes 6,25039.73,3.2,9856,9299,3723,Fashion,Shoes,67,Cloudtail India,TRUE,https://www.flipkart.com/Thaker-Group-Quod-Pro-Shoes-6-4100
Chaudhuri-Chaudhuri Iusto Pro Furniture 10,35193.13,4.7,1062,1511,348,Home,Furniture,7,Cloudtail India,TRUE,https://www.flipkart.com/Chaudhuri-Chaudhuri-Iusto-Pro-Furniture-10-4480
Kapoor LLC Molestias Ultra ACs 6,35628.77,3.7,4009,2526,652,Appliances,ACs,0,RetailNet,FALSE,https://www.flipkart.com/Kapoor-LLC-Molestias-Ultra-ACs-6-1700
Date Inc Repellendus Plus ACs 12,2441.69,3.1,9439,9976,4924,Appliances,ACs,40,RetailNet,FALSE,https://www.flipkart.com/Date-Inc-Repellendus-Plus-ACs-12-4826
"Rai, Prabhakar and Som Sapiente Lite Microwaves 4",19927.52,4.1,5955,4079,131,Appliances,Microwaves,0,HomeCare Solutions,FALSE,"https://www.flipkart.com/Rai,-Prabhakar-and-Som-Sapiente-Lite-Microwaves-4-8738"
Narayanan Inc Architecto Lite Smartwatches 1,16638.12,4.9,6365,4397,1944,Electronics,Smartwatches,52,FashionPlus,FALSE,https://www.flipkart.com/Narayanan-Inc-Architecto-Lite-Smartwatches-1-2761
Karan-Acharya Vero Pro Shoes 2,7587.11,4.2,9117,9988,4709,Fashion,Shoes,0,RetailNet,TRUE,https://www.flipkart.com/Karan-Acharya-Vero-Pro-Shoes-2-5968
"Prakash, Patel and Palla Nisi Pro Kitchenware 10",19562.75,4.4,3589,7955,237,Home,Kitchenware,0,MobileHub,TRUE,"https://www.flipkart.com/Prakash,-Patel-and-Palla-Nisi-Pro-Kitchenware-10-3888"
Soman PLC Enim Pro Decor 8,31970.64,4.6,3631,1490,634,Home,Decor,41,ElectroWorld,FALSE,https://www.flipkart.com/Soman-PLC-Enim-Pro-Decor-8-1616
Basak-Dugar Voluptates Ultra Headphones 14,47416.61,4.6,7921,988,122,Electronics,Headphones,69,FashionPlus,TRUE,https://www.flipkart.com/Basak-Dugar-Voluptates-Ultra-Headphones-14-1730
Shankar and Sons Cumque Plus Decor 13,22255.08,4.2,6714,2853,364,Home,Decor,0,ElectroWorld,FALSE,https://www.flipkart.com/Shankar-and-Sons-Cumque-Plus-Decor-13-4763
Vora-Choudhury Distinctio Lite Jeans 15,21426.13,3.4,4561,7631,3534,Fashion,Jeans,0,SuperComNet,FALSE,https://www.flipkart.com/Vora-Choudhury-Distinctio-Lite-Jeans-15-6278
Vohra Ltd Officia Pro Microwaves 12,49617.16,4.1,6120,5173,2115,Appliances,Microwaves,0,FashionPlus,TRUE,https://www.flipkart.com/Vohra-Ltd-Officia-Pro-Microwaves-12-9240
Savant Inc Et Lite T-Shirts 13,914.08,4.4,1722,6428,3115,Fashion,T-Shirts,54,Cloudtail India,TRUE,https://www.flipkart.com/Savant-Inc-Et-Lite-T-Shirts-13-3480
"Misra, Rao and Thaman Nihil Pro Smartphones 12",59602.09,4.9,1779,303,150,Electronics,Smartphones,21,MobileHub,FALSE,"https://www.flipkart.com/Misra,-Rao-and-Thaman-Nihil-Pro-Smartphones-12-8923"
Bhattacharyya Group Debitis Plus Decor 12,16893.78,3.2,730,8131,2756,Home,Decor,0,HomeCare Solutions,TRUE,https://www.flipkart.com/Bhattacharyya-Group-Debitis-Plus-Decor-12-8054
Gupta Group At Pro Furniture 2,9703.65,3.2,2039,6503,1082,Home,Furniture,0,RetailNet,FALSE,https://www.flipkart.com/Gupta-Group-At-Pro-Furniture-2-6478
Amble-Dhaliwal Rem Ultra Jeans 2,27367.99,4.7,8045,382,114,Fashion,Jeans,0,RetailNet,TRUE,https://www.flipkart.com/Amble-Dhaliwal-Rem-Ultra-Jeans-2-3618
Kuruvilla-Sridhar Consectetur Ultra Headphones 6,36691.53,4.4,5813,7641,2383,Electronics,Headphones,48,Cloudtail India,FALSE,https://www.flipkart.com/Kuruvilla-Sridhar-Consectetur-Ultra-Headphones-6-1468
Kurian-Deep Ut Pro Microwaves 4,12225.1,3.3,6202,3082,351,Appliances,Microwaves,60,MobileHub,TRUE,https://www.flipkart.com/Kurian-Deep-Ut-Pro-Microwaves-4-1791
Patel-Rajan Impedit Pro Smartwatches 8,21844.92,3.8,5816,8961,1215,Electronics,Smartwatches,47,Flipkart Assured,FALSE,https://www.flipkart.com/Patel-Rajan-Impedit-Pro-Smartwatches-8-1038
"Chokshi, Krish and Chokshi Qui Plus Headphones 4",46615.13,4.2,3508,5618,2077,Electronics,Headphones,0,RetailNet,TRUE,"https://www.flipkart.com/Chokshi,-Krish-and-Chokshi-Qui-Plus-Headphones-4-9648"
"Narayan, Banerjee and Sawhney Explicabo Plus Shoes 15",46796.31,4.7,9699,251,42,Fashion,Shoes,38,FashionPlus,TRUE,"https://www.flipkart.com/Narayan,-Banerjee-and-Sawhney-Explicabo-Plus-Shoes-15-8469"
"Sampath, Nagarajan and Kulkarni Ad Pro Washing Machines 4",25098.47,4.9,1307,6583,3143,Appliances,Washing Machines,11,HomeCare Solutions,FALSE,"https://www.flipkart.com/Sampath,-Nagarajan-and-Kulkarni-Ad-Pro-Washing-Machines-4-5550"
Kunda Inc Corrupti Lite Washing Machines 11,11604.29,3.1,9139,7428,3317,Appliances,Washing Machines,0,ElectroWorld,TRUE,https://www.flipkart.com/Kunda-Inc-Corrupti-Lite-Washing-Machines-11-4537
Choudhary Ltd Rem Lite ACs 13,30809.29,3.1,1554,7971,2482,Appliances,ACs,45,SuperComNet,TRUE,https://www.flipkart.com/Choudhary-Ltd-Rem-Lite-ACs-13-3083
Chawla-Shah Itaque Pro Washing Machines 8,46567.28,3.1,4368,512,98,Appliances,Washing Machines,11,RetailNet,FALSE,https://www.flipkart.com/Chawla-Shah-Itaque-Pro-Washing-Machines-8-5698
Kala-Wali Quisquam Lite Kitchenware 3,27744.54,3.1,2668,7191,2141,Home,Kitchenware,0,FashionPlus,FALSE,https://www.flipkart.com/Kala-Wali-Quisquam-Lite-Kitchenware-3-5895
Dhingra-Nadkarni Nihil Pro Dresses 15,42247.5,3.2,7076,9473,1748,Fashion,Dresses,0,HomeCare Solutions,TRUE,https://www.flipkart.com/Dhingra-Nadkarni-Nihil-Pro-Dresses-15-9793
Kurian-Dayal Autem Lite Refrigerators 7,79393.2,4.8,5428,5768,783,Appliances,Refrigerators,56,MobileHub,FALSE,https://www.flipkart.com/Kurian-Dayal-Autem-Lite-Refrigerators-7-5397
"Minhas, Lala and Prasad Dolore Lite Headphones 7",3268.91,4.7,2615,8084,2575,Electronics,Headphones,0,Cloudtail India,FALSE,"https://www.flipkart.com/Minhas,-Lala-and-Prasad-Dolore-Lite-Headphones-7-2639"
Din-Srivastava Quisquam Pro Lighting 4,36703.09,3.3,9665,3529,14,Home,Lighting,58,HomeCare Solutions,FALSE,https://www.flipkart.com/Din-Srivastava-Quisquam-Pro-Lighting-4-4211
Bhatia LLC Repellat Lite Smartwatches 2,12928,3.5,7062,2600,529,Electronics,Smartwatches,57,SuperComNet,TRUE,https://www.flipkart.com/Bhatia-LLC-Repellat-Lite-Smartwatches-2-8205
"Nadig, Kumer and Pillay Quo Pro Laptops 2",50684.97,4.1,9754,3734,1261,Electronics,Laptops,30,Cloudtail India,FALSE,"https://www.flipkart.com/Nadig,-Kumer-and-Pillay-Quo-Pro-Laptops-2-3451"
"Pingle, Sarraf and Thaman Dolore Ultra Smartphones 9",47772.73,3.2,3189,4551,1703,Electronics,Smartphones,0,MobileHub,FALSE,"https://www.flipkart.com/Pingle,-Sarraf-and-Thaman-Dolore-Ultra-Smartphones-9-9400"
"Singhal, Dayal and Gandhi Velit Plus Lighting 9",34908.88,4.4,2058,5414,2233,Home,Lighting,11,Flipkart Assured,FALSE,"https://www.flipkart.com/Singhal,-Dayal-and-Gandhi-Velit-Plus-Lighting-9-2008"
Chaudhuri-Reddy Magnam Lite Furniture 1,46153.49,3.4,137,9565,2382,Home,Furniture,26,SuperComNet,TRUE,https://www.flipkart.com/Chaudhuri-Reddy-Magnam-Lite-Furniture-1-9374
Rau PLC Impedit Ultra ACs 3,20835.71,4.3,5686,9429,1306,Appliances,ACs,57,Flipkart Assured,TRUE,https://www.flipkart.com/Rau-PLC-Impedit-Ultra-ACs-3-8212
Konda-Brahmbhatt Sit Lite Decor 8,16876.22,3.6,1807,2633,2,Home,Decor,42,FashionPlus,TRUE,https://www.flipkart.com/Konda-Brahmbhatt-Sit-Lite-Decor-8-5034
Devi Inc Facere Lite Smartwatches 4,45179.24,3.4,1369,2650,1093,Electronics,Smartwatches,11,FashionPlus,TRUE,https://www.flipkart.com/Devi-Inc-Facere-Lite-Smartwatches-4-7739
"Tank, Karan and Banerjee Rerum Pro Lighting 7",47978.72,3.4,3622,8659,22,Home,Lighting,25,RetailNet,FALSE,"https://www.flipkart.com/Tank,-Karan-and-Banerjee-Rerum-Pro-Lighting-7-5482"
"Sundaram, Subramaniam and Mahal Ad Ultra Dresses 6",27030.19,4.3,1660,2566,1156,Fashion,Dresses,45,SuperComNet,FALSE,"https://www.flipkart.com/Sundaram,-Subramaniam-and-Mahal-Ad-Ultra-Dresses-6-9647"
Sibal PLC Similique Plus Laptops 14,170356.56,4.2,8643,7426,3351,Electronics,Laptops,48,SuperComNet,TRUE,https://www.flipkart.com/Sibal-PLC-Similique-Plus-Laptops-14-6717
Arora PLC Iste Pro Furniture 1,1869.1,3.3,9513,52,16,Home,Furniture,0,Cloudtail India,FALSE,https://www.flipkart.com/Arora-PLC-Iste-Pro-Furniture-1-9284
"Mander, Prashad and Wason Fuga Ultra Smartwatches 3",35102.1,3.8,9532,5973,1844,Electronics,Smartwatches,0,Flipkart Assured,FALSE,"https://www.flipkart.com/Mander,-Prashad-and-Wason-Fuga-Ultra-Smartwatches-3-2026"
Divan-Bora Animi Pro Microwaves 14,31662.76,4.6,8175,8415,1057,Appliances,Microwaves,0,RetailNet,FALSE,https://www.flipkart.com/Divan-Bora-Animi-Pro-Microwaves-14-4418
Nazareth Ltd Nostrum Lite Laptops 5,204192.94,4.6,3668,2460,800,Electronics,Laptops,64,Cloudtail India,FALSE,https://www.flipkart.com/Nazareth-Ltd-Nostrum-Lite-Laptops-5-9843
Mannan-Mital Maiores Pro ACs 12,45681.67,3.4,9383,6590,1904,Appliances,ACs,9,ElectroWorld,TRUE,https://www.flipkart.com/Mannan-Mital-Maiores-Pro-ACs-12-5458
"Kannan, Shenoy and Patla Rem Lite ACs 4",23728.16,3.3,3018,9518,270,Appliances,ACs,0,RetailNet,TRUE,"https://www.flipkart.com/Kannan,-Shenoy-and-Patla-Rem-Lite-ACs-4-1240"
Nayar Group Enim Ultra Laptops 7,90042.37,4.6,997,7295,3111,Electronics,Laptops,59,Flipkart Assured,FALSE,https://www.flipkart.com/Nayar-Group-Enim-Ultra-Laptops-7-6471
Karnik-Gopal Voluptatibus Plus Refrigerators 4,58991.75,4.1,8759,7264,401,Appliances,Refrigerators,19,Cloudtail India,FALSE,https://www.flipkart.com/Karnik-Gopal-Voluptatibus-Plus-Refrigerators-4-8724
Munshi-Deep Iste Pro ACs 2,32504.61,4.2,2841,3434,1347,Appliances,ACs,20,MobileHub,TRUE,https://www.flipkart.com/Munshi-Deep-Iste-Pro-ACs-2-4947
Krishna-Hegde Excepturi Ultra Furniture 5,31889.19,3.3,2727,391,133,Home,Furniture,37,Cloudtail India,FALSE,https://www.flipkart.com/Krishna-Hegde-Excepturi-Ultra-Furniture-5-9725
Sarraf-More Voluptate Ultra T-Shirts 5,1678.19,3.6,2654,7635,152,Fashion,T-Shirts,14,MobileHub,FALSE,https://www.flipkart.com/Sarraf-More-Voluptate-Ultra-T-Shirts-5-9421
Kurian PLC Iste Ultra T-Shirts 7,1222.08,4.1,5058,1015,429,Fashion,T-Shirts,0,ElectroWorld,TRUE,https://www.flipkart.com/Kurian-PLC-Iste-Ultra-T-Shirts-7-5133
Yadav Group Eligendi Ultra Smartphones 7,34094.33,4.1,6322,2859,1317,Electronics,Smartphones,12,Flipkart Assured,FALSE,https://www.flipkart.com/Yadav-Group-Eligendi-Ultra-Smartphones-7-2664
Narasimhan-Seshadri Maxime Ultra ACs 12,4703.01,4.4,8147,3593,1388,Appliances,ACs,35,Cloudtail India,FALSE,https://www.flipkart.com/Narasimhan-Seshadri-Maxime-Ultra-ACs-12-6195
Sant LLC Repudiandae Ultra Smartwatches 6,36754.42,3.1,443,5491,1020,Electronics,Smartwatches,47,Flipkart Assured,FALSE,https://www.flipkart.com/Sant-LLC-Repudiandae-Ultra-Smartwatches-6-9311
Sha PLC Debitis Plus Headphones 7,11368.58,3.6,6615,7667,2404,Electronics,Headphones,70,ElectroWorld,FALSE,https://www.flipkart.com/Sha-PLC-Debitis-Plus-Headphones-7-9442
Hayer PLC Recusandae Lite Headphones 6,35729.23,4.7,8205,3389,1655,Electronics,Headphones,43,FashionPlus,FALSE,https://www.flipkart.com/Hayer-PLC-Recusandae-Lite-Headphones-6-2013
"Ratta, Char and Shukla Libero Lite Laptops 2",194660.7,4.4,1362,4551,2192,Electronics,Laptops,56,ElectroWorld,TRUE,"https://www.flipkart.com/Ratta,-Char-and-Shukla-Libero-Lite-Laptops-2-4510"
"Ahuja, Tiwari and Cherian Sequi Ultra Decor 8",20004.49,3.1,5370,5470,263,Home,Decor,28,Cloudtail India,TRUE,"https://www.flipkart.com/Ahuja,-Tiwari-and-Cherian-Sequi-Ultra-Decor-8-5860"
Soni LLC Atque Pro Laptops 5,137868.09,4.5,7664,8326,944,Electronics,Laptops,22,HomeCare Solutions,TRUE,https://www.flipkart.com/Soni-LLC-Atque-Pro-Laptops-5-6029
Rama LLC Excepturi Pro Smartphones 9,64262.31,4.6,8298,8909,3861,Electronics,Smartphones,23,FashionPlus,TRUE,https://www.flipkart.com/Rama-LLC-Excepturi-Pro-Smartphones-9-3957
Shan Inc Amet Ultra Refrigerators 4,37038.52,4.2,9722,2638,111,Appliances,Refrigerators,0,ElectroWorld,FALSE,https://www.flipkart.com/Shan-Inc-Amet-Ultra-Refrigerators-4-3410
Ratta-Dua Doloribus Plus Furniture 8,6625.16,4.5,2374,5749,1018,Home,Furniture,14,Cloudtail India,TRUE,https://www.flipkart.com/Ratta-Dua-Doloribus-Plus-Furniture-8-3102
Hayer-Menon Voluptate Pro Smartphones 5,116924.99,4.1,8978,5893,100,Electronics,Smartphones,53,FashionPlus,FALSE,https://www.flipkart.com/Hayer-Menon-Voluptate-Pro-Smartphones-5-9286
Minhas PLC Animi Plus Lighting 1,34052.37,4.1,6474,235,8,Home,Lighting,7,MobileHub,TRUE,https://www.flipkart.com/Minhas-PLC-Animi-Plus-Lighting-1-1829
Sundaram and Sons Commodi Plus Jeans 14,47081.94,3.7,1648,5591,1356,Fashion,Jeans,0,Cloudtail India,TRUE,https://www.flipkart.com/Sundaram-and-Sons-Commodi-Plus-Jeans-14-9270
Chanda-Gole Quasi Ultra Decor 5,27500.47,3.1,8459,659,3,Home,Decor,0,RetailNet,FALSE,https://www.flipkart.com/Chanda-Gole-Quasi-Ultra-Decor-5-3265
Nigam-Talwar Voluptatibus Plus Kitchenware 4,9664.52,4.8,6583,8386,3108,Home,Kitchenware,62,ElectroWorld,FALSE,https://www.flipkart.com/Nigam-Talwar-Voluptatibus-Plus-Kitchenware-4-8528
Chandra LLC Architecto Lite Smartwatches 9,39060.41,3.1,732,403,51,Electronics,Smartwatches,53,Cloudtail India,FALSE,https://www.flipkart.com/Chandra-LLC-Architecto-Lite-Smartwatches-9-2038
Vohra Group In Lite Refrigerators 8,29376.71,4.9,3253,9212,1377,Appliances,Refrigerators,0,HomeCare Solutions,FALSE,https://www.flipkart.com/Vohra-Group-In-Lite-Refrigerators-8-8359
Pradhan LLC Eius Lite Kitchenware 14,35375.78,4.8,5604,6140,2418,Home,Kitchenware,19,Cloudtail India,TRUE,https://www.flipkart.com/Pradhan-LLC-Eius-Lite-Kitchenware-14-5983
"Rajan, Atwal and Keer Iure Plus Microwaves 14",4852.09,4.8,8803,486,139,Appliances,Microwaves,26,SuperComNet,FALSE,"https://www.flipkart.com/Rajan,-Atwal-and-Keer-Iure-Plus-Microwaves-14-5748"
"Jaggi, Kashyap and Bains Quisquam Ultra Jeans 14",47800.02,4,458,6301,1876,Fashion,Jeans,60,RetailNet,TRUE,"https://www.flipkart.com/Jaggi,-Kashyap-and-Bains-Quisquam-Ultra-Jeans-14-8926"
Kota Ltd Libero Ultra Furniture 4,6763.72,3.3,3396,8661,4107,Home,Furniture,65,FashionPlus,FALSE,https://www.flipkart.com/Kota-Ltd-Libero-Ultra-Furniture-4-5853
"Chandra, Issac and Bajaj Praesentium Pro Smartphones 10",67280.67,3.7,8691,3022,873,Electronics,Smartphones,43,FashionPlus,FALSE,"https://www.flipkart.com/Chandra,-Issac-and-Bajaj-Praesentium-Pro-Smartphones-10-4542"
"Bhandari, Edwin and Subramaniam Explicabo Ultra Lighting 7",38634.27,4.1,5719,316,117,Home,Lighting,0,Flipkart Assured,FALSE,"https://www.flipkart.com/Bhandari,-Edwin-and-Subramaniam-Explicabo-Ultra-Lighting-7-8417"
Singhal Group Asperiores Pro T-Shirts 13,962.18,3.9,1393,7050,1106,Fashion,T-Shirts,0,Flipkart Assured,FALSE,https://www.flipkart.com/Singhal-Group-Asperiores-Pro-T-Shirts-13-8943
Chaudhary-Saini Itaque Pro Kitchenware 11,32731.44,3.9,2459,1681,14,Home,Kitchenware,8,MobileHub,FALSE,https://www.flipkart.com/Chaudhary-Saini-Itaque-Pro-Kitchenware-11-5573
Dhar-Hayre Quos Lite ACs 10,46740.2,3.2,6057,2762,225,Appliances,ACs,7,RetailNet,TRUE,https://www.flipkart.com/Dhar-Hayre-Quos-Lite-ACs-10-4271
Mohan-Kade Nemo Lite Dresses 7,37677.75,4,6284,2378,58,Fashion,Dresses,43,MobileHub,TRUE,https://www.flipkart.com/Mohan-Kade-Nemo-Lite-Dresses-7-9509
"Acharya, Karpe and Talwar Provident Pro Headphones 1",36503.72,4.3,4383,7296,1472,Electronics,Headphones,0,RetailNet,TRUE,"https://www.flipkart.com/Acharya,-Karpe-and-Talwar-Provident-Pro-Headphones-1-6128"
"Tandon, Borde and Dhawan Veniam Pro Refrigerators 7",23645.17,4.7,4813,3178,442,Appliances,Refrigerators,10,Cloudtail India,FALSE,"https://www.flipkart.com/Tandon,-Borde-and-Dhawan-Veniam-Pro-Refrigerators-7-4978"
Pandit Ltd Iusto Ultra T-Shirts 7,1821.56,4.8,5764,7766,130,Fashion,T-Shirts,0,MobileHub,TRUE,https://www.flipkart.com/Pandit-Ltd-Iusto-Ultra-T-Shirts-7-5465
"Dugar, Nigam and Dutt Maxime Lite Smartphones 1",107028.64,3.3,4460,2490,84,Electronics,Smartphones,0,Cloudtail India,FALSE,"https://www.flipkart.com/Dugar,-Nigam-and-Dutt-Maxime-Lite-Smartphones-1-6991"
Bose PLC Nesciunt Lite Smartphones 10,106836.24,4.6,7118,2692,576,Electronics,Smartphones,0,ElectroWorld,FALSE,https://www.flipkart.com/Bose-PLC-Nesciunt-Lite-Smartphones-10-2456
Mohan LLC Maiores Lite Washing Machines 9,45467.24,4.6,5690,2886,8,Appliances,Washing Machines,50,SuperComNet,TRUE,https://www.flipkart.com/Mohan-LLC-Maiores-Lite-Washing-Machines-9-8035
Bakshi PLC Ut Plus Shoes 7,27330.22,3.6,2477,9420,4070,Fashion,Shoes,57,HomeCare Solutions,TRUE,https://www.flipkart.com/Bakshi-PLC-Ut-Plus-Shoes-7-2746
Dhar LLC Repellendus Ultra Headphones 9,23217.69,3.5,5934,1217,400,Electronics,Headphones,0,FashionPlus,FALSE,https://www.flipkart.com/Dhar-LLC-Repellendus-Ultra-Headphones-9-3869
"Virk, Kalla and Mane Cupiditate Lite Smartphones 6",126152.35,4.8,6331,478,38,Electronics,Smartphones,14,Flipkart Assured,TRUE,"https://www.flipkart.com/Virk,-Kalla-and-Mane-Cupiditate-Lite-Smartphones-6-4784"
Bhardwaj PLC Ratione Pro Smartwatches 7,31350.95,3.9,7255,9159,2108,Electronics,Smartwatches,36,ElectroWorld,TRUE,https://www.flipkart.com/Bhardwaj-PLC-Ratione-Pro-Smartwatches-7-4375
"Kibe, Arya and Tata Minus Plus Lighting 3",49279.91,4.1,1328,4331,300,Home,Lighting,68,RetailNet,TRUE,"https://www.flipkart.com/Kibe,-Arya-and-Tata-Minus-Plus-Lighting-3-3316"
Narula Ltd Molestias Ultra T-Shirts 6,1932.88,3.9,2054,8534,3059,Fashion,T-Shirts,0,HomeCare Solutions,TRUE,https://www.flipkart.com/Narula-Ltd-Molestias-Ultra-T-Shirts-6-5188
Sekhon-Das Quae Pro Jeans 2,24839.45,3.7,4319,9663,4606,Fashion,Jeans,44,RetailNet,FALSE,https://www.flipkart.com/Sekhon-Das-Quae-Pro-Jeans-2-3277
"Trivedi, Kadakia and Dutta Fugit Pro Kitchenware 8",3098.54,4.6,6579,9126,1468,Home,Kitchenware,41,SuperComNet,FALSE,"https://www.flipkart.com/Trivedi,-Kadakia-and-Dutta-Fugit-Pro-Kitchenware-8-7543"
Radhakrishnan-Raja Voluptatum Plus Decor 6,29104.14,4.4,5518,1474,97,Home,Decor,0,FashionPlus,FALSE,https://www.flipkart.com/Radhakrishnan-Raja-Voluptatum-Plus-Decor-6-8310
Upadhyay-Loyal Magnam Lite Laptops 5,169143.74,3.3,5729,8058,3064,Electronics,Laptops,47,FashionPlus,TRUE,https://www.flipkart.com/Upadhyay-Loyal-Magnam-Lite-Laptops-5-8945
Kari Inc Architecto Ultra Dresses 1,40690.63,3.2,5709,5051,617,Fashion,Dresses,24,FashionPlus,TRUE,https://www.flipkart.com/Kari-Inc-Architecto-Ultra-Dresses-1-7887
"Uppal, Naik and Kaul Non Pro Lighting 2",24623.69,4.1,6176,261,33,Home,Lighting,0,SuperComNet,TRUE,"https://www.flipkart.com/Uppal,-Naik-and-Kaul-Non-Pro-Lighting-2-3180"
Vala PLC Nisi Ultra Furniture 9,5203.56,4.2,6184,3154,296,Home,Furniture,9,RetailNet,TRUE,https://www.flipkart.com/Vala-PLC-Nisi-Ultra-Furniture-9-2795
Chanda and Sons Nostrum Lite Lighting 12,18918.55,4.2,386,2510,1192,Home,Lighting,32,SuperComNet,FALSE,https://www.flipkart.com/Chanda-and-Sons-Nostrum-Lite-Lighting-12-7668
"Pradhan, Keer and Das Nemo Lite Kitchenware 11",44718.14,4.7,4870,2203,1090,Home,Kitchenware,65,MobileHub,TRUE,"https://www.flipkart.com/Pradhan,-Keer-and-Das-Nemo-Lite-Kitchenware-11-1782"
